City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
619,Tezu,IN,71.26,scattered clouds,27.9167,96.1667,Circuit House
621,Mitsamiouli,KM,81.03,light rain,-11.3847,43.2844,Foyer ADM
622,Marzuq,YE,75.65,broken clouds,14.4,46.4667,
624,Bouna,CI,101.66,broken clouds,9.2667,-3.0,Hotel Reserve
625,Martil,MA,68.0,few clouds,35.6166,-5.2752,فندق مرتيل
631,Barra Do Bugres,BR,90.27,broken clouds,-15.0725,-57.1811,Hotel 4AM Petrofurt
632,Kailua,US,71.6,scattered clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
633,Luwuk,ID,75.2,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
636,Natal,BR,84.2,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
640,Amuntai,ID,72.64,overcast clouds,-2.4177,115.2494,Hotel Balqis
641,Avenal,US,69.01,clear sky,36.0041,-120.12899999999999,Lodge House Inn The
645,Kismayo,SO,83.26,broken clouds,-0.3582,42.5454,Agan-Hotel
648,Mayumba,GA,82.36,overcast clouds,-3.432,10.6554,LIKWALE LODGE
649,Luanda,AO,87.8,light rain,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
651,Charagua,BO,77.36,broken clouds,-19.8,-63.2167,Residencial Luismar
652,Bonthe,SL,85.89,broken clouds,7.5264,-12.505,Bonthe Holiday Village
654,Madimba,TZ,76.55,scattered clouds,-10.4,40.3333,
655,Bafq,IR,73.54,overcast clouds,31.6128,55.4107,Alamdar Hotel
657,Weligama,LK,80.24,overcast clouds,5.9667,80.4167,Weligama Bay Resort
659,Beloha,MG,65.41,clear sky,-25.1667,45.05,
663,Warah,PK,97.83,overcast clouds,27.4481,67.7978,Nizamuddin Lohaar Home Soomra Muhallah Bhittai Colony Warah.
664,Fougamou,GA,93.2,scattered clouds,-1.2154,10.5838,Résidence d'Hôtes Bapedy
665,Pindwara,IN,86.54,few clouds,24.8,73.0667,Arbuda tour and travels
670,Miraflores,MX,69.8,clear sky,19.2167,-98.8083,Hotel Mansión
673,Hirara,JP,67.39,clear sky,24.8,125.2833,Hotel Atoll Emerald Miyakojima
674,Mweka,CD,79.68,overcast clouds,-4.85,21.5667,
676,Lumeje,AO,74.52,overcast clouds,-11.55,20.7833,
677,Buin,CL,71.01,haze,-33.7333,-70.75,Paihuen
680,Papara,BR,84.2,broken clouds,-3.9839,-38.7273,Romin
681,Atar,MR,93.2,clear sky,20.5169,-13.0499,Oumou Elghoura
